Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDA72,18.301732541531152,Regular,0.11703859759282971,Household,33.14840386724289,OUT013,1987,High,Tier 3,Supermarket Type1,633.3916090773808
FDB70,,Low Fat,0.02055101037362274,Others,224.54563285957278,OUT035,2004,Small,Tier 2,Supermarket Type1,3919.7704146108717
NCB60,10.494482195344336,Regular,0.09671150555945204,Snack Foods,70.93368766811349,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.1042468529379
DRC18,8.626764812579852,Regular,0.026778102457833495,Frozen Foods,200.42733314189758,OUT049,1999,Medium,Tier 1,Supermarket Type1,2881.8865205309266
NCB11,,Regular,0.00125208529319657,Dairy,34.568766146756985,OUT027,1985,Medium,Tier 3,Supermarket Type3,1434.0787839167574
FDB71,13.58841546303933,Low Fat,0.0026486652387966254,Snack Foods,57.19367872983401,OUT046,1997,Small,Tier 1,Supermarket Type1,1250.3565163333042
FDB61,19.601472753025664,Low Fat,0.07863884269106858,Meat,145.1209985778126,OUT013,1987,High,Tier 3,Supermarket Type1,1386.636921593581
FDB68,13.25065639724672,Low Fat,0.01903977942035611,Others,47.02393424923899,OUT035,2004,Small,Tier 2,Supermarket Type1,991.5612328453687
NCB18,17.06474857692017,Low Fat,0.02205412284592353,Others,240.71689138212872,OUT017,2007,,Tier 2,Supermarket Type1,3390.0886829207134
FDB31,9.573393949698787,Low Fat,0.05846348858385724,Household,207.96909845938112,OUT010,1998,,Tier 3,Grocery Store,1501.7112427793995
FDN19,12.118224617871052,Regular,0.08117372444377018,Canned,108.4517336367601,OUT045,2002,,Tier 2,Supermarket Type1,1557.6536417320274
DRC70,10.018254458580834,Low Fat,0.04910687813336933,Canned,172.01481779762202,OUT045,2002,,Tier 2,Supermarket Type1,3208.7072718352983
FDN19,6.357523893033256,reg,0.07352654645092985,Dairy,199.86430951973213,OUT027,1985,Medium,Tier 3,Supermarket Type3,4834.131974292468
FDA14,11.588806255819584,Regular,0.16986682622390867,Hard Drinks,209.2742085161872,OUT046,1997,Small,Tier 1,Supermarket Type1,3207.1258632629174
DRC79,17.49288294123268,Low Fat,0.11551468633874488,Meat,124.37952525913923,OUT049,1999,Medium,Tier 1,Supermarket Type1,2784.7986877510143
FDN65,11.214574992256793,Low Fat,0.01652969045539882,Household,243.11685209374153,OUT019,1985,Small,Tier 1,Grocery Store,1629.7158717549294
FDN72,,Regular,0.14237507668462307,Dairy,253.261196291086,OUT013,1987,High,Tier 3,Supermarket Type1,5044.851252206011
FDA68,17.396463228864626,LF,0.021166461261068577,Soft Drinks,77.18879928934011,OUT017,2007,,Tier 2,Supermarket Type1,1382.3759072420896
FDN59,9.986515862677486,Regular,0.06483248001718812,Breads,246.05235673842984,OUT045,2002,,Tier 2,Supermarket Type1,4591.3552070676205
FDB13,18.057747513293105,Regular,0.12463048206517309,Meat,199.19260059655267,OUT017,2007,,Tier 2,Supermarket Type1,4660.437174281721
FDN57,10.261737188485064,Low Fat,0.05860164922271432,Breads,240.6005831364222,OUT010,1998,,Tier 3,Grocery Store,1406.5735172546738
FDN61,8.853820027827753,Low Fat,0.09845451853243303,Frozen Foods,131.24200730555765,OUT010,1998,,Tier 3,Grocery Store,789.9301854503153
FDN83,8.281584851917707,Regular,0.15732372567515537,Others,187.04261981058147,OUT049,1999,Medium,Tier 1,Supermarket Type1,4112.240319095575
DRC45,,Low Fat,0.2045605449558437,Household,86.54962766753007,OUT017,2007,,Tier 2,Supermarket Type1,1546.920287935983
FDN25,,Low Fat,0.031722364853250515,Household,208.26001356561898,OUT013,1987,High,Tier 3,Supermarket Type1,3447.757719807479
FDN62,,Low Fat,0.29575609338128694,Breads,168.2891067427135,OUT035,2004,Small,Tier 2,Supermarket Type1,2873.16561072163
FDN98,,Regular,0.0,Meat,144.50304640589886,OUT027,1985,Medium,Tier 3,Supermarket Type3,5228.7040250435075
FDA50,5.949085062534617,Regular,0.037214614613161195,Breakfast,194.4728600244116,OUT027,1985,Medium,Tier 3,Supermarket Type3,5707.888237988758
FDA56,9.834038596903454,Regular,0.08580363101182224,Breakfast,161.35348398586754,OUT035,2004,Small,Tier 2,Supermarket Type1,1965.535624509675
FDN71,15.683403061663098,Low Fat,0.21070139847879732,Canned,211.62374983284792,OUT049,1999,Medium,Tier 1,Supermarket Type1,3783.5828708991744
FDN68,10.76484156784266,Regular,0.0032636560301474277,Starchy Foods,233.59091176839735,OUT045,2002,,Tier 2,Supermarket Type1,4509.272851849993
FDA77,13.83600116659072,low fat,0.1747294741544232,Canned,219.9430878513572,OUT046,1997,Small,Tier 1,Supermarket Type1,4631.137487740344
NCB27,17.153184416478318,Regular,0.32,Soft Drinks,103.57156503657764,OUT049,1999,Medium,Tier 1,Supermarket Type1,1477.3213073241855
DRC28,11.444135029635824,Regular,0.14419701704871815,Frozen Foods,261.364134401018,OUT019,1985,Small,Tier 1,Grocery Store,2033.8463870020344
NCB66,21.49481213331031,Low Fat,0.006883198436530138,Dairy,184.33893804735436,OUT035,2004,Small,Tier 2,Supermarket Type1,2108.2805605284616
FDA17,,Regular,0.11021806111909753,Household,107.33808835579268,OUT046,1997,Small,Tier 1,Supermarket Type1,2226.699508096178
FDA60,21.130221981834488,Low Fat,0.06125938858566065,Others,41.049086565278735,OUT045,2002,,Tier 2,Supermarket Type1,743.910358297776
FDN94,7.951504308962937,Low Fat,0.0005743324260098688,Snack Foods,264.19075268986666,OUT035,2004,Small,Tier 2,Supermarket Type1,4602.3538945237915
FDA56,6.3858396354929265,Low Fat,0.24953763721348607,Frozen Foods,172.3681048524943,OUT010,1998,,Tier 3,Grocery Store,814.3300376502408
FDA92,17.264120626604253,Low Fat,0.00978811586946448,Frozen Foods,84.69950195161505,OUT013,1987,High,Tier 3,Supermarket Type1,1471.4619571876792
FDB19,16.43926416307037,Regular,0.030332516116203093,Baking Goods,146.9052170637724,OUT010,1998,,Tier 3,Grocery Store,828.9768020661542
NCB42,,reg,0.0,Snack Foods,124.81955334630457,OUT027,1985,Medium,Tier 3,Supermarket Type3,5664.086398003934
FDA70,10.341037169466183,Regular,0.02222201934639181,Fruits and Vegetables,255.52219656860504,OUT049,1999,Medium,Tier 1,Supermarket Type1,3963.527131486838
DRC19,20.323730115500723,Low Fat,0.05040503785872344,Breads,147.2679830611306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2331.0923969411883
NCB79,6.53118428234234,Regular,0.16029134257853164,Seafood,145.38156905578217,OUT018,2009,Medium,Tier 3,Supermarket Type2,2835.0167658692967
FDA59,5.014710722629145,Regular,0.27853822804246336,Health and Hygiene,218.52553102245915,OUT049,1999,Medium,Tier 1,Supermarket Type1,3667.0078138221124
FDB91,,Regular,0.03303204795934046,Snack Foods,123.25512926062288,OUT010,1998,,Tier 3,Grocery Store,592.2038214329671
DRC89,18.054515877804256,Low Fat,0.03353626919571287,Snack Foods,77.37833021691338,OUT018,2009,Medium,Tier 3,Supermarket Type2,877.3775485190941
FDB38,15.940699223652018,Low Fat,0.01048573908739433,Breakfast,212.34209365530617,OUT019,1985,Small,Tier 1,Grocery Store,1715.3572771613626
FDN15,11.915548991784593,Regular,0.04139222091384449,Hard Drinks,245.78563855631958,OUT017,2007,,Tier 2,Supermarket Type1,4608.627940714003
FDN44,,Regular,0.16888571351234294,Others,41.79139472378575,OUT046,1997,Small,Tier 1,Supermarket Type1,986.0942535189619
FDA27,5.507637375055612,low fat,0.010847886405795816,Soft Drinks,233.93641437549104,OUT018,2009,Medium,Tier 3,Supermarket Type2,4405.381085772056
FDB22,,Low Fat,0.01859347222002534,Hard Drinks,134.33571421292544,OUT013,1987,High,Tier 3,Supermarket Type1,2879.6742056525095
DRC90,12.320336051830743,Regular,0.13315967580062033,Frozen Foods,99.23550077954967,OUT046,1997,Small,Tier 1,Supermarket Type1,2403.8170207876065
FDA72,16.17940524721049,Low Fat,0.05907909112664728,Breakfast,40.24655957105233,OUT019,1985,Small,Tier 1,Grocery Store,289.7750294055476
FDA43,15.481523234089327,Low Fat,0.024074095494065795,Meat,79.50337368639629,OUT049,1999,Medium,Tier 1,Supermarket Type1,1890.7227984409058
DRC93,20.604863349841924,Regular,0.10051702611820282,Frozen Foods,109.55727301675658,OUT046,1997,Small,Tier 1,Supermarket Type1,2553.9662638252607
FDB38,,LF,0.006922236439073556,Dairy,47.68148125169602,OUT046,1997,Small,Tier 1,Supermarket Type1,708.8434720353775
NCB21,10.217782088945318,Regular,0.11726434170300151,Breads,75.55445532906508,OUT018,2009,Medium,Tier 3,Supermarket Type2,1330.8994709179694
FDA57,,Low Fat,0.04378887728062523,Health and Hygiene,204.89434440690223,OUT010,1998,,Tier 3,Grocery Store,1546.5737686513287
NCB35,15.901828495517817,Low Fat,0.08486544229663683,Others,193.09915263097534,OUT035,2004,Small,Tier 2,Supermarket Type1,3037.5854800539537
FDN21,,Low Fat,0.04383743554603649,Household,212.6819844684639,OUT019,1985,Small,Tier 1,Grocery Store,1280.0271645192572
FDB51,20.016889943094558,Low Fat,0.016963496512962993,Dairy,70.0008361563415,OUT027,1985,Medium,Tier 3,Supermarket Type3,2605.4120430816515
FDB67,14.84742987519683,Regular,0.06144067894892445,Dairy,41.15511930059442,OUT017,2007,,Tier 2,Supermarket Type1,733.9889139513201
FDB63,5.174311964750659,Regular,0.010090290350680403,Breads,141.58720961242625,OUT027,1985,Medium,Tier 3,Supermarket Type3,5675.668884007323
DRC16,6.432151474124283,Regular,0.01567179068814783,Baking Goods,111.89719748528827,OUT019,1985,Small,Tier 1,Grocery Store,668.8202753516409
FDB44,17.309424545169495,Regular,0.04782061827370925,Household,214.30900686909322,OUT018,2009,Medium,Tier 3,Supermarket Type2,3395.5600684542055
FDA34,16.668390837887003,Regular,0.029656164377527185,Household,158.16311517815456,OUT018,2009,Medium,Tier 3,Supermarket Type2,3097.8717634606965
DRC68,7.109449031036988,Regular,0.08203711945616866,Soft Drinks,250.75855313744415,OUT049,1999,Medium,Tier 1,Supermarket Type1,4411.324148396075
FDN88,5.501447238116323,Low Fat,0.0,Health and Hygiene,45.44470826698763,OUT045,2002,,Tier 2,Supermarket Type1,1021.8556348625642
FDN15,14.338203542477766,Low Fat,0.028811493272293806,Starchy Foods,116.82762220917877,OUT017,2007,,Tier 2,Supermarket Type1,2044.347749552329
NCB88,15.307560144454468,Low Fat,0.023736524657734473,Breakfast,126.63678193873689,OUT027,1985,Medium,Tier 3,Supermarket Type3,5326.54982237451
FDB80,6.800093837718194,LF,0.14667849951819212,Canned,60.70990643816683,OUT010,1998,,Tier 3,Grocery Store,348.17275486890895
FDA41,12.551528457693859,reg,0.0024544862661967748,Seafood,168.59174803205303,OUT019,1985,Small,Tier 1,Grocery Store,627.6847667269523
FDB68,,Regular,0.07047086745383231,Household,40.487776956063584,OUT019,1985,Small,Tier 1,Grocery Store,271.97046559856545
FDB71,20.33219597582709,Regular,0.02984481599401467,Meat,199.2031303382653,OUT035,2004,Small,Tier 2,Supermarket Type1,4837.29008069417
NCB95,8.226396657619878,Regular,0.028426982492208597,Hard Drinks,39.836585940663376,OUT046,1997,Small,Tier 1,Supermarket Type1,739.2675932727428
DRC90,16.965432340356095,Low Fat,0.0633119257277885,Snack Foods,237.13940520266777,OUT018,2009,Medium,Tier 3,Supermarket Type2,4806.248122375861
DRC65,13.308276526853739,Low Fat,0.11401338898104584,Baking Goods,46.346365292561686,OUT010,1998,,Tier 3,Grocery Store,287.6396850811995
DRC22,4.695857204442738,Low Fat,0.07733095033949472,Others,138.69846190343313,OUT017,2007,,Tier 2,Supermarket Type1,2495.0914520728074
FDB12,13.2889759146145,low fat,0.0665399914727072,Hard Drinks,67.67095412195869,OUT035,2004,Small,Tier 2,Supermarket Type1,1584.861391504711
FDB46,6.191026548631525,Low Fat,0.04113484669191063,Baking Goods,62.41684985550096,OUT018,2009,Medium,Tier 3,Supermarket Type2,1294.5214435690036
FDB12,15.704057329030299,Regular,0.03799976426780287,Seafood,201.20690265072048,OUT019,1985,Small,Tier 1,Grocery Store,1147.8721264210355
FDN61,14.113900016486728,LF,0.03705069610175475,Household,213.7232458984322,OUT017,2007,,Tier 2,Supermarket Type1,3199.3234079439867
NCB37,4.677262864669068,Low Fat,0.00943063775466666,Fruits and Vegetables,205.45098455204797,OUT046,1997,Small,Tier 1,Supermarket Type1,5079.887104224303
NCB27,,Regular,0.04919109706045295,Baking Goods,126.34207689848878,OUT045,2002,,Tier 2,Supermarket Type1,2361.339573220105
DRC45,17.69582589882439,LF,0.0227408669231876,Snack Foods,264.82550476242284,OUT045,2002,,Tier 2,Supermarket Type1,5639.888095210752
FDA73,9.18813444313436,Regular,0.05777588612290364,Others,111.23266455041532,OUT046,1997,Small,Tier 1,Supermarket Type1,1559.8472820802847
DRC57,12.987817819771903,Regular,0.04585735915577972,Canned,88.88597643028228,OUT010,1998,,Tier 3,Grocery Store,297.49590034214907
FDA49,9.803976444956124,Low Fat,0.16872888621291504,Starchy Foods,266.17527950851786,OUT046,1997,Small,Tier 1,Supermarket Type1,3911.9233332054714
FDA17,20.16595655875818,Regular,0.03424835372426264,Starchy Foods,261.6373260461114,OUT019,1985,Small,Tier 1,Grocery Store,1768.478527406621
FDB65,13.62180930231838,Low Fat,0.06550961910200398,Frozen Foods,170.67328997839817,OUT049,1999,Medium,Tier 1,Supermarket Type1,2711.827849393103
FDN67,16.334949752552355,Low Fat,0.05390742584310994,Others,80.33324607561512,OUT018,2009,Medium,Tier 3,Supermarket Type2,1118.287796785249
NCB57,5.919093779850836,Regular,0.06919578481272132,Soft Drinks,87.2857283450505,OUT045,2002,,Tier 2,Supermarket Type1,1577.0384932930322
NCB92,5.1857117880567865,Low Fat,0.018634516716097414,Fruits and Vegetables,153.92896504189525,OUT018,2009,Medium,Tier 3,Supermarket Type2,2741.7863428692945
DRC48,8.906879316141225,LF,0.017843660607629565,Hard Drinks,214.16035620678457,OUT019,1985,Small,Tier 1,Grocery Store,1529.5763776613035
NCB29,9.75528296831212,Low Fat,0.04921493412778467,Snack Foods,49.279178079116626,OUT018,2009,Medium,Tier 3,Supermarket Type2,864.8258364676946
FDB57,16.19056920005833,Regular,0.11345300093689356,Meat,193.29021452681638,OUT010,1998,,Tier 3,Grocery Store,1471.590781381922
FDA80,14.175218546111502,Low Fat,0.07637980136977694,Household,55.334160440585535,OUT010,1998,,Tier 3,Grocery Store,396.12456377920296
NCB63,10.867853317894749,reg,0.040275474460258254,Health and Hygiene,230.2101356807202,OUT013,1987,High,Tier 3,Supermarket Type1,3441.962486836989
DRC87,15.619997231026185,Low Fat,0.017669869476486934,Starchy Foods,156.57990045013014,OUT035,2004,Small,Tier 2,Supermarket Type1,3817.8703216269287
FDN80,7.280617704716882,Low Fat,0.08546400939631003,Snack Foods,264.5678053507645,OUT035,2004,Small,Tier 2,Supermarket Type1,6210.395881955765
FDB83,,Regular,0.15642136363781986,Breakfast,208.7038068058482,OUT018,2009,Medium,Tier 3,Supermarket Type2,3685.1630156637275
FDB82,19.02658656940941,reg,0.014373171103050161,Baking Goods,148.34596314192422,OUT018,2009,Medium,Tier 3,Supermarket Type2,3251.924277733898
NCB57,14.087084180570919,reg,0.09629500526118652,Soft Drinks,64.31780726814638,OUT045,2002,,Tier 2,Supermarket Type1,1610.4392656716368
DRC92,15.534619651836161,Low Fat,0.011356820837390176,Breakfast,159.0053740456826,OUT027,1985,Medium,Tier 3,Supermarket Type3,6848.55722073719
FDA18,9.72311826274276,Regular,0.1386267413675482,Baking Goods,58.00895772248731,OUT027,1985,Medium,Tier 3,Supermarket Type3,2205.759573000037
FDB43,10.823234281540895,Regular,0.06164170024141324,Health and Hygiene,244.61832637217313,OUT017,2007,,Tier 2,Supermarket Type1,4444.772475116859
FDB97,5.900246601600587,Regular,0.011981004625166592,Canned,85.29598883259087,OUT035,2004,Small,Tier 2,Supermarket Type1,1204.361224031578
FDA16,19.06879919263015,Low Fat,0.002215994481703304,Soft Drinks,235.22653652345124,OUT049,1999,Medium,Tier 1,Supermarket Type1,5158.212338275163
FDN15,14.571470651341892,Low Fat,0.0,Breads,102.72100337348431,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376.934738936329
DRC20,5.921670274058991,reg,0.0,Dairy,83.36806187407483,OUT027,1985,Medium,Tier 3,Supermarket Type3,2886.4318619328424
FDB85,18.17700319532501,LF,0.0,Others,102.79972873988748,OUT027,1985,Medium,Tier 3,Supermarket Type3,2907.7693984866887
FDB51,12.049961281788566,Regular,0.03949714798170545,Seafood,197.98278110864646,OUT035,2004,Small,Tier 2,Supermarket Type1,2565.7824553696414
FDB21,17.506722952890225,Regular,0.057183996536338315,Others,154.9508742826166,OUT045,2002,,Tier 2,Supermarket Type1,2412.1047808621092
FDB83,4.714537655515516,Regular,0.1239195822590567,Canned,56.363507022413984,OUT046,1997,Small,Tier 1,Supermarket Type1,1025.977286240757
NCB59,4.988574848526085,Low Fat,0.18219523310119207,Fruits and Vegetables,63.345928073205734,OUT046,1997,Small,Tier 1,Supermarket Type1,1305.670715675906
NCB97,7.403310299296459,Regular,0.025342146859100523,Others,120.33300274221425,OUT045,2002,,Tier 2,Supermarket Type1,2698.8384250942654
FDB46,8.085581454391557,Regular,0.040150837379561634,Soft Drinks,110.8962703220293,OUT045,2002,,Tier 2,Supermarket Type1,2304.9827743089977
FDB21,17.487244015272342,Low Fat,0.019132028823876334,Canned,232.00955709181926,OUT019,1985,Small,Tier 1,Grocery Store,1739.4490018431513
DRC49,,LF,0.03181940347878917,Snack Foods,166.0517529555983,OUT046,1997,Small,Tier 1,Supermarket Type1,3087.039476554686
DRC59,14.973498025207078,LF,0.09534534786373085,Hard Drinks,75.06473671681033,OUT049,1999,Medium,Tier 1,Supermarket Type1,1341.6563753159742
FDA54,19.54260124021676,reg,0.033201980919009166,Snack Foods,37.68894779960344,OUT035,2004,Small,Tier 2,Supermarket Type1,699.8180627458282
DRC18,8.701529322158226,Low Fat,0.029819348704585177,Meat,55.15769291680756,OUT035,2004,Small,Tier 2,Supermarket Type1,719.6365904280897
FDB85,19.87488336637562,Regular,0.11387165714053664,Hard Drinks,196.29715728475085,OUT046,1997,Small,Tier 1,Supermarket Type1,4296.72757637507
FDA53,19.9610081775081,reg,7.63903100521568e-05,Health and Hygiene,230.91495501855394,OUT013,1987,High,Tier 3,Supermarket Type1,3653.2382998064113
FDN28,11.882415923176687,Low Fat,0.11470887593171045,Dairy,215.67896868557187,OUT049,1999,Medium,Tier 1,Supermarket Type1,3509.9859952247502
FDN76,6.104565407142871,Regular,0.01201016677893896,Soft Drinks,217.41061223572146,OUT018,2009,Medium,Tier 3,Supermarket Type2,3686.0357220734372
DRC91,16.851518439221927,low fat,0.019254642762654775,Breads,92.58678327513203,OUT049,1999,Medium,Tier 1,Supermarket Type1,2253.8910543725387
DRC22,10.227787435000344,Regular,0.02692826628270037,Frozen Foods,264.4243035161989,OUT010,1998,,Tier 3,Grocery Store,1323.0037783293808
DRC27,18.013801796424424,low fat,0.12754281708387452,Fruits and Vegetables,51.39241468729783,OUT035,2004,Small,Tier 2,Supermarket Type1,939.7966646756549
FDN96,7.282734826364653,Regular,0.14360413982873374,Meat,224.7784994994001,OUT045,2002,,Tier 2,Supermarket Type1,4008.16870054005
FDN64,13.67175693076421,Low Fat,0.06493692168362367,Health and Hygiene,53.84887665169438,OUT027,1985,Medium,Tier 3,Supermarket Type3,1879.4006949745683
FDA67,13.137253415409585,Low Fat,0.034729446306786926,Snack Foods,94.13738790827216,OUT046,1997,Small,Tier 1,Supermarket Type1,1929.9309813545424
NCB72,,Regular,0.04355606868345466,Health and Hygiene,147.91771064738947,OUT019,1985,Small,Tier 1,Grocery Store,640.4761420777254
FDN61,,Low Fat,0.052107434256907,Fruits and Vegetables,43.58842190030316,OUT010,1998,,Tier 3,Grocery Store,329.25839092377794
FDA33,5.940840328594376,Regular,0.1847348400744575,Soft Drinks,124.02443752460107,OUT019,1985,Small,Tier 1,Grocery Store,750.9830900935099
FDA46,,Low Fat,0.20875057353808826,Meat,113.6269941979888,OUT010,1998,,Tier 3,Grocery Store,700.1862250127162
FDB92,18.82937749643448,low fat,0.11276974369017986,Others,183.73261129615997,OUT027,1985,Medium,Tier 3,Supermarket Type3,8587.58555079969
FDB89,9.093480976170238,Low Fat,0.052585085030758406,Fruits and Vegetables,200.451169531826,OUT049,1999,Medium,Tier 1,Supermarket Type1,4405.055427399617
NCB30,17.502653782186435,Regular,0.02973006620472049,Dairy,52.35689090166275,OUT017,2007,,Tier 2,Supermarket Type1,840.8377079764024
NCB49,7.618266065411758,Regular,0.015703701503415823,Frozen Foods,39.98416100488054,OUT010,1998,,Tier 3,Grocery Store,149.01416854846178
FDB23,15.953493767341074,LF,0.0,Hard Drinks,214.110352078159,OUT018,2009,Medium,Tier 3,Supermarket Type2,3886.682786120432
FDB51,20.064135798817645,Low Fat,0.02544502217447423,Frozen Foods,155.60596735541918,OUT017,2007,,Tier 2,Supermarket Type1,2724.3612684430154
DRC70,10.006777386618086,reg,0.00453156771408978,Household,157.17427383380414,OUT049,1999,Medium,Tier 1,Supermarket Type1,2498.799821642979
NCB81,19.80699784750651,Low Fat,0.03880109868348039,Others,262.4491344051791,OUT049,1999,Medium,Tier 1,Supermarket Type1,5032.987838282665
FDN26,13.092155750948706,Low Fat,0.05078995642398196,Breads,134.30700149290618,OUT035,2004,Small,Tier 2,Supermarket Type1,2646.358875746844
DRC94,9.885687263816177,Regular,0.05669918414713518,Starchy Foods,77.30143506738743,OUT017,2007,,Tier 2,Supermarket Type1,1319.5159300460612
FDA57,,Regular,0.004600804324011028,Baking Goods,191.6313088997306,OUT010,1998,,Tier 3,Grocery Store,1214.774850915918
NCB54,5.044633535085379,Regular,0.039595532728629625,Fruits and Vegetables,223.500022493499,OUT027,1985,Medium,Tier 3,Supermarket Type3,10286.682904970943
FDN89,4.976320471637778,Regular,0.06401165355864744,Hard Drinks,149.55714364869453,OUT018,2009,Medium,Tier 3,Supermarket Type2,3594.9791291120537
DRC42,14.69710327150766,Low Fat,0.19475026788374164,Starchy Foods,194.26824323240095,OUT027,1985,Medium,Tier 3,Supermarket Type3,6259.664212074627
NCB81,18.04476219461398,Low Fat,0.001521887529186994,Meat,152.28781161668965,OUT035,2004,Small,Tier 2,Supermarket Type1,3345.9956968104734
DRC62,17.276287226447806,Low Fat,0.06767300662521343,Meat,127.13513298832979,OUT019,1985,Small,Tier 1,Grocery Store,714.766533337309
FDN82,5.850981556977294,reg,0.003861906410651191,Others,39.08959004912928,OUT027,1985,Medium,Tier 3,Supermarket Type3,1201.0468022710243
DRC90,20.65427029007048,Regular,0.01037865198853694,Breads,72.00324935248746,OUT049,1999,Medium,Tier 1,Supermarket Type1,1471.1954065592195
NCB79,16.452080139837765,Low Fat,0.011419382971803333,Fruits and Vegetables,144.22512742184392,OUT046,1997,Small,Tier 1,Supermarket Type1,2146.849747756292
FDN50,20.634904913371564,Low Fat,0.023927763073144277,Breads,124.58074340704731,OUT045,2002,,Tier 2,Supermarket Type1,1548.0209811121974
FDB38,10.094661902559736,Low Fat,0.1067776539782453,Others,229.92056928671983,OUT018,2009,Medium,Tier 3,Supermarket Type2,3943.8245711157683
FDN98,16.296965175707896,LF,0.11637545651630817,Baking Goods,56.5932385111888,OUT045,2002,,Tier 2,Supermarket Type1,906.7073594679277
FDA73,19.11895869446925,Low Fat,0.028195601546841212,Soft Drinks,42.83009816390262,OUT035,2004,Small,Tier 2,Supermarket Type1,802.0104587371916
FDA25,10.967891793622986,Regular,0.03386443176665178,Baking Goods,51.564395192912734,OUT010,1998,,Tier 3,Grocery Store,318.56960243523025
NCB89,20.90261861906569,Low Fat,0.014679708443756422,Frozen Foods,191.02987003880008,OUT027,1985,Medium,Tier 3,Supermarket Type3,8298.103110457509
FDB94,9.004877450749197,Regular,0.03399232988066637,Breakfast,171.29574073077455,OUT017,2007,,Tier 2,Supermarket Type1,2080.120842328893
NCB47,9.86543164236075,Low Fat,0.019281316861786444,Breads,180.2039974267078,OUT019,1985,Small,Tier 1,Grocery Store,1026.5241456241783
FDA90,,Low Fat,0.011533779274481671,Fruits and Vegetables,68.03346435149699,OUT018,2009,Medium,Tier 3,Supermarket Type2,789.3792178146176
FDN74,,Regular,0.01035187928506639,Household,152.85925324680943,OUT049,1999,Medium,Tier 1,Supermarket Type1,2971.5175282059577
FDB61,9.348327721187545,Regular,0.08967211496690909,Seafood,212.17012732213334,OUT027,1985,Medium,Tier 3,Supermarket Type3,9385.97882563464
FDA88,6.818630673928594,Regular,0.007462162041959786,Frozen Foods,192.39482155399838,OUT013,1987,High,Tier 3,Supermarket Type1,3294.1944524603996
DRC39,17.403941965080158,Low Fat,0.057432150015899575,Health and Hygiene,134.53032194577116,OUT035,2004,Small,Tier 2,Supermarket Type1,2155.452542253953
DRC51,20.30430952710762,Regular,0.01099802710295621,Seafood,55.426121149332644,OUT019,1985,Small,Tier 1,Grocery Store,259.00749974468545
FDN36,14.712131942931869,Low Fat,0.10915009167668469,Soft Drinks,236.4734504865306,OUT013,1987,High,Tier 3,Supermarket Type1,5343.272579568693
FDN48,15.286822224906194,Regular,0.019250928943996777,Health and Hygiene,155.18422467518027,OUT017,2007,,Tier 2,Supermarket Type1,3287.776010167937
FDN27,17.470036680929105,Low Fat,0.0027559445486569274,Soft Drinks,240.95993931170648,OUT027,1985,Medium,Tier 3,Supermarket Type3,10415.449908592449
FDB54,7.10244192030394,Low Fat,0.03609681012836825,Breakfast,134.53322627341072,OUT027,1985,Medium,Tier 3,Supermarket Type3,5788.571546137381
FDN96,21.04897124041057,Low Fat,0.32,Seafood,86.93507388527489,OUT045,2002,,Tier 2,Supermarket Type1,1649.4728432889224
NCB58,10.69359954038611,Low Fat,0.10064280589691736,Hard Drinks,103.54947041691393,OUT046,1997,Small,Tier 1,Supermarket Type1,2637.030587821493
NCB31,15.180087241018464,Low Fat,0.05067484226951331,Baking Goods,129.68324126626996,OUT013,1987,High,Tier 3,Supermarket Type1,2708.1930300250597
NCB73,12.466472348499877,Regular,0.01260170652957418,Health and Hygiene,175.9566594328423,OUT035,2004,Small,Tier 2,Supermarket Type1,2851.8343853379447
FDB34,12.459076656002363,Low Fat,0.0075001319158384105,Breakfast,212.46299322841242,OUT045,2002,,Tier 2,Supermarket Type1,2589.0295557883765
NCB60,16.446654326035265,Low Fat,0.0,Breads,88.26318911714205,OUT046,1997,Small,Tier 1,Supermarket Type1,793.2820154965906
FDB15,21.409259080828324,Low Fat,0.0929873875664681,Health and Hygiene,75.30237327627836,OUT013,1987,High,Tier 3,Supermarket Type1,1271.3545770783849
FDN92,15.704017458431176,Low Fat,0.0,Snack Foods,78.82747184580921,OUT035,2004,Small,Tier 2,Supermarket Type1,1591.1898797511185
NCB18,,Low Fat,0.032829637703507004,Breads,251.54194784671805,OUT035,2004,Small,Tier 2,Supermarket Type1,5390.260639624224
FDN45,4.969472973458592,Low Fat,0.0,Household,69.69192947463623,OUT049,1999,Medium,Tier 1,Supermarket Type1,1205.9415922615515
FDN33,,Low Fat,0.04607711223025013,Canned,112.59540948738439,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.0112841184052
FDB62,9.599589990061052,LF,0.031067917895307023,Breakfast,145.66475838666543,OUT017,2007,,Tier 2,Supermarket Type1,1913.6001654278418
DRC54,,Regular,0.017398751011368598,Breakfast,162.2640226065946,OUT010,1998,,Tier 3,Grocery Store,970.7011680957
FDB23,6.426679452610999,Regular,0.007845041791390478,Seafood,233.5080938433731,OUT017,2007,,Tier 2,Supermarket Type1,4328.871433690319
